390,3.769647E-03,4.146161E-04,1.847260E-02
391,4.532416E-03,5.028333E-04,2.221101E-02
392,5.446553E-03,6.084991E-04,2.669819E-02
393,6.538868E-03,7.344436E-04,3.206937E-02
394,7.839699E-03,8.837389E-04,3.847832E-02
395,9.382967E-03,1.059646E-03,4.609784E-02
396,1.120608E-02,1.265532E-03,5.511953E-02
397,1.334965E-02,1.504753E-03,6.575257E-02
398,1.585690E-02,1.780493E-03,7.822113E-02
399,1.877286E-02,2.095572E-03,9.276013E-02
400,2.214302E-02,2.452194E-03,1.096090E-01
401,2.601285E-02,2.852216E-03,1.290077E-01
402,3.043036E-02,3.299115E-03,1.512047E-01
403,3.544325E-02,3.797466E-03,1.764441E-01
404,4.109640E-02,4.352768E-03,2.049517E-01
405,4.742986E-02,4.971717E-03,2.369246E-01
406,5.447394E-02,5.661014E-03,2.725123E-01
407,6.223612E-02,6.421615E-03,3.117820E-01
408,7.070048E-02,7.250312E-03,3.547064E-01
409,7.982513E-02,8.140173E-03,4.011473E-01
410,8.953803E-02,9.079860E-03,4.508369E-01
411,9.974848E-02,1.005608E-02,5.034164E-01
412,1.104019E-01,1.106456E-02,5.586361E-01
413,1.214566E-01,1.210522E-02,6.162734E-01
414,1.328741E-01,1.318014E-02,6.760982E-01
415,1.446214E-01,1.429377E-02,7.378822E-01
416,1.566468E-01,1.545004E-02,8.013019E-01
417,1.687901E-01,1.664093E-02,8.655573E-01
418,1.808328E-01,1.785302E-02,9.295791E-01
419,1.925216E-01,1.907018E-02,9.921293E-01
420,2.035729E-01,2.027369E-02,1.051821E+00
421,2.137531E-01,2.144805E-02,1.107509E+00
422,2.231348E-01,2.260041E-02,1.159527E+00
423,2.319245E-01,2.374789E-02,1.208869E+00
424,2.403892E-01,2.491247E-02,1.256834E+00
425,2.488523E-01,2.612106E-02,1.305008E+00
426,2.575896E-01,2.739923E-02,1.354758E+00
427,2.664991E-01,2.874993E-02,1.405594E+00
428,2.753532E-01,3.016909E-02,1.456414E+00
429,2.838921E-01,3.165145E-02,1.505960E+00
430,2.918246E-01,3.319038E-02,1.552826E+00
431,2.989200E-01,3.477912E-02,1.595902E+00
432,3.052993E-01,3.641495E-02,1.635768E+00
433,3.112031E-01,3.809569E-02,1.673573E+00
434,3.169047E-01,3.981843E-02,1.710604E+00
435,3.227087E-01,4.157940E-02,1.748280E+00
436,3.288194E-01,4.337098E-02,1.787504E+00
437,3.349242E-01,4.517180E-02,1.826609E+00
438,3.405452E-01,4.695420E-02,1.863108E+00
439,3.451688E-01,4.868718E-02,1.894332E+00
440,3.482554E-01,5.033657E-02,1.917479E+00
441,3.494153E-01,5.187611E-02,1.930529E+00
442,3.489075E-01,5.332218E-02,1.934819E+00
443,3.471746E-01,5.470603E-02,1.932650E+00
444,3.446705E-01,5.606335E-02,1.926395E+00
445,3.418483E-01,5.743393E-02,1.918437E+00
446,3.390240E-01,5.885107E-02,1.910430E+00
447,3.359926E-01,6.030809E-02,1.901224E+00
448,3.324276E-01,6.178644E-02,1.889000E+00
449,3.280157E-01,6.326570E-02,1.871996E+00
450,3.224637E-01,6.472352E-02,1.848545E+00
451,3.156225E-01,6.614749E-02,1.817792E+00
452,3.078201E-01,6.757256E-02,1.781627E+00
453,2.994771E-01,6.904928E-02,1.742514E+00
